,date,state,retail,grocery,parks,transit,workplaces,residential,cases,deaths,daily_new_cases,daily_new_deaths
80,2/25/2020,IL,1.06,-0.76,-9.25,-2.17,1.37,1.10,2,0,-9,0
81,2/25/2020,MA,0.50,-3.36,11.10,1.18,0.36,0.00,1,0,-1,0
82,2/25/2020,NE,-5.58,-5.00,16.00,0.17,0.20,0.71,13,0,12,0
83,2/25/2020,TX,8.09,1.05,17.09,4.26,2.46,-0.87,10,0,-3,0
84,2/25/2020,UT,6.41,10.38,14.86,4.00,1.71,-0.75,1,0,-9,0
85,2/25/2020,WA,5.61,2.22,27.43,8.32,2.23,-0.68,5,0,4,0
86,2/25/2020,WI,2.42,0.23,-0.35,-1.15,1.88,0.32,1,0,-4,0
87,2/26/2020,AZ,9.47,6.67,12.38,8.42,2.27,-1.15,1,0,0,0
88,2/26/2020,CA,6.87,3.49,24.10,3.73,1.82,-0.98,26,0,25,0
89,2/26/2020,IL,3.91,-2.11,-7.12,0.55,-1.49,1.40,2,0,-24,0
90,2/26/2020,MA,2.57,-1.00,-1.27,0.73,-0.14,-0.33,1,0,-1,0
91,2/26/2020,NE,9.13,5.05,18.67,5.42,2.67,-1.20,13,0,12,0
92,2/26/2020,TX,13.78,5.98,4.86,9.37,3.00,-1.31,10,0,-3,0
93,2/26/2020,UT,11.32,12.24,25.00,4.69,1.54,-0.92,1,0,-9,0
94,2/26/2020,WA,11.30,5.66,38.14,10.41,2.11,-1.46,5,0,4,0
95,2/26/2020,WI,3.43,1.23,-3.61,-1.10,2.26,-0.49,1,0,-4,0
96,2/27/2020,AZ,11.36,8.20,17.46,8.00,1.27,-1.23,1,0,0,0
97,2/27/2020,CA,7.82,4.25,25.56,5.71,1.75,-0.98,26,0,25,0
98,2/27/2020,IL,10.40,6.52,2.88,4.70,2.68,-0.58,2,0,-24,0
99,2/27/2020,MA,0.71,0.07,-4.27,1.18,-0.07,0.08,1,0,-1,0
100,2/27/2020,NE,5.65,-0.05,18.00,5.92,2.31,-0.33,13,0,12,0
101,2/27/2020,TX,15.37,5.94,24.86,9.31,2.20,-1.71,10,0,-3,0
102,2/27/2020,UT,13.09,15.52,37.43,9.77,1.58,-1.08,1,0,-9,0
103,2/27/2020,WA,10.67,4.69,50.48,12.39,1.77,-1.54,5,0,4,0
104,2/27/2020,WI,5.55,1.22,-3.59,1.70,1.65,-0.36,1,0,-4,0
105,2/28/2020,AZ,7.36,8.47,10.23,5.67,1.60,-1.54,1,0,0,0
106,2/28/2020,CA,6.47,5.07,17.52,6.95,2.86,-1.09,27,0,26,0
107,2/28/2020,IL,10.64,3.29,6.56,5.69,3.24,-1.28,2,0,-25,0
108,2/28/2020,MA,3.36,1.21,-4.91,5.75,0.93,-0.08,1,0,-1,0
109,2/28/2020,NE,13.45,6.95,42.33,11.42,4.09,-2.86,13,0,12,0
110,2/28/2020,OR,10.81,5.28,24.24,5.33,2.13,-1.67,1,0,-12,0
111,2/28/2020,TX,13.71,8.21,20.77,11.27,2.29,-2.41,11,0,10,0
112,2/28/2020,UT,13.32,17.48,43.43,8.92,1.63,-1.50,1,0,-10,0
113,2/28/2020,WA,10.30,6.25,24.87,12.61,3.26,-1.63,7,0,6,0
114,2/28/2020,WI,5.74,0.55,0.32,4.75,1.04,0.11,1,0,-6,0
115,2/29/2020,AZ,6.50,5.73,10.31,5.42,0.21,-1.73,1,0,0,0
116,2/29/2020,CA,7.93,5.11,19.36,5.26,2.02,-1.24,28,0,27,0
117,2/29/2020,IL,21.14,15.54,36.81,10.43,4.23,-3.35,3,0,-25,0
118,2/29/2020,MA,7.00,-0.79,21.20,9.80,1.54,-1.18,1,0,-2,0
119,2/29/2020,NE,13.91,10.05,125.00,14.36,0.83,-3.75,13,0,12,0
120,2/29/2020,OR,11.40,6.07,12.95,4.82,1.79,-1.33,1,0,-12,0
121,2/29/2020,TX,15.36,7.80,37.06,10.17,2.68,-2.77,11,0,10,0
122,2/29/2020,UT,16.91,18.26,32.17,11.69,1.31,-1.75,1,0,-10,0
123,2/29/2020,WA,10.91,8.00,25.22,11.05,1.53,-1.62,10,1,9,1
124,2/29/2020,WI,15.33,8.78,15.04,8.06,3.74,-2.17,1,0,-9,-1
125,3/1/2020,AZ,14.21,9.33,7.15,10.42,1.07,-1.11,1,0,0,0
126,3/1/2020,CA,10.50,5.80,9.72,5.92,1.28,-0.65,33,0,32,0
127,3/1/2020,FL,14.42,7.45,15.54,13.33,1.42,-1.00,2,0,-31,0
128,3/1/2020,IL,26.76,19.62,126.92,13.79,5.16,-2.82,3,0,1,0
129,3/1/2020,MA,9.77,4.64,-0.91,10.10,3.50,-0.73,1,0,-2,0
130,3/1/2020,NE,15.48,11.59,85.67,6.18,6.06,-2.00,13,0,12,0
131,3/1/2020,NY,19.30,10.95,15.33,5.93,5.07,-1.27,1,0,-12,0
132,3/1/2020,OR,24.11,11.74,37.14,10.38,2.61,-1.41,2,0,1,0
133,3/1/2020,RI,12.20,3.00,-10.25,7.50,6.40,-1.33,2,0,0,0
134,3/1/2020,TX,19.34,10.06,13.86,13.82,2.43,-1.72,11,0,9,0
135,3/1/2020,UT,13.13,10.75,-17.57,4.45,-0.27,0.43,1,0,-10,0
136,3/1/2020,WA,23.97,14.00,36.91,17.33,2.65,-1.85,17,3,16,3
137,3/1/2020,WI,18.13,11.55,76.06,12.63,4.54,-2.22,1,0,-16,-3
138,3/2/2020,AZ,6.60,5.87,1.92,5.92,3.00,-0.38,1,0,0,0
139,3/2/2020,CA,8.04,6.68,15.55,2.13,3.64,-0.81,38,0,37,0
140,3/2/2020,FL,9.30,6.47,8.30,4.98,2.34,-0.62,2,0,-36,0
141,3/2/2020,GA,11.29,3.91,-13.76,2.51,3.54,-0.19,2,0,0,0
142,3/2/2020,IL,11.13,8.42,21.27,3.07,0.83,-0.16,4,0,2,0
143,3/2/2020,MA,8.00,5.64,23.20,1.82,4.29,-0.58,2,0,-2,0
144,3/2/2020,NE,8.22,4.53,35.33,-2.25,4.06,-1.00,13,0,11,0
145,3/2/2020,NH,8.20,3.60,11.50,7.25,3.70,-0.20,1,0,-12,0
146,3/2/2020,NY,10.10,8.44,20.79,3.25,4.67,-0.48,1,0,0,0
147,3/2/2020,OR,11.32,7.83,16.55,1.71,1.94,-0.80,2,0,1,0
148,3/2/2020,RI,9.20,0.60,28.75,-5.33,3.40,-0.60,2,0,0,0
149,3/2/2020,TX,11.83,4.82,9.02,5.54,3.79,-1.53,11,0,9,0
150,3/2/2020,UT,12.38,18.52,16.71,3.67,3.46,-0.83,1,0,-10,0
151,3/2/2020,WA,7.70,10.25,-1.41,5.70,3.94,-0.67,23,6,22,6
152,3/2/2020,WI,5.59,4.36,8.31,-1.00,3.42,-0.45,1,0,-22,-6
153,3/3/2020,AZ,10.36,10.87,14.15,7.92,1.87,-0.85,2,0,1,0
154,3/3/2020,CA,12.13,11.25,32.78,5.10,2.66,-1.49,45,0,43,0
155,3/3/2020,FL,11.89,10.17,10.98,5.95,2.08,-0.62,3,0,-42,0
156,3/3/2020,GA,14.99,9.70,-3.46,2.14,1.96,0.11,2,0,-1,0
157,3/3/2020,IL,14.52,12.50,25.67,4.13,2.12,-0.88,4,0,2,0
158,3/3/2020,MA,11.71,6.79,49.50,7.45,2.14,-0.92,2,0,-2,0
159,3/3/2020,NE,9.94,10.32,60.00,-5.27,1.74,-1.00,13,0,11,0
160,3/3/2020,NH,11.20,6.50,44.50,11.00,2.10,-0.80,2,0,-11,0
161,3/3/2020,NY,10.87,9.02,12.22,4.19,3.64,-0.55,2,0,0,0
162,3/3/2020,NC,19.68,11.20,18.00,2.97,1.18,-0.64,1,0,-1,0
163,3/3/2020,OR,14.50,13.38,37.47,1.06,1.79,-0.80,2,0,1,0
164,3/3/2020,RI,10.00,1.00,52.33,-4.33,1.40,-0.40,2,0,0,0
165,3/3/2020,TX,17.75,8.90,21.79,4.82,2.14,-1.59,11,0,9,0
166,3/3/2020,UT,14.32,17.38,24.86,4.92,-0.21,0.08,1,0,-10,0
167,3/3/2020,WA,9.76,12.41,21.32,6.18,1.29,-0.29,32,10,31,10
168,3/3/2020,WI,7.37,5.25,9.38,4.05,0.35,0.32,1,0,-31,-10
169,3/4/2020,AZ,11.87,11.40,23.85,8.50,2.80,-1.46,2,0,1,0
170,3/4/2020,CA,7.33,6.87,25.19,2.05,1.61,-0.68,55,1,53,1
171,3/4/2020,FL,8.97,7.27,10.11,4.66,1.48,-0.24,3,0,-52,-1
172,3/4/2020,GA,6.37,0.93,-21.14,1.03,-0.07,1.42,2,0,-1,0
173,3/4/2020,IL,14.74,10.13,33.00,6.57,2.51,-1.08,4,0,2,0
174,3/4/2020,MA,6.00,3.93,6.00,-0.64,2.79,-0.25,2,0,-2,0
175,3/4/2020,NE,10.94,10.39,69.67,5.25,2.35,-1.47,13,0,11,0
176,3/4/2020,NH,6.30,1.20,-7.80,6.25,2.10,0.50,2,0,-11,0
177,3/4/2020,NJ,8.48,6.71,35.47,4.32,2.19,-0.71,1,0,-1,0
178,3/4/2020,NY,8.51,6.00,12.88,2.58,3.07,-0.22,11,0,10,0
179,3/4/2020,NC,12.78,5.52,13.62,2.33,2.09,-0.84,1,0,-10,0
180,3/4/2020,OR,14.55,11.04,59.69,5.11,1.82,-1.20,2,0,1,0
181,3/4/2020,RI,9.00,-1.20,21.75,0.00,1.80,-0.60,2,0,0,0
182,3/4/2020,TX,7.91,2.75,-8.82,6.15,1.33,0.83,12,0,10,0
183,3/4/2020,UT,14.05,19.90,49.00,8.62,2.00,-0.67,1,0,-11,0
184,3/4/2020,WA,10.30,10.53,48.73,9.00,0.80,-0.75,47,11,46,11
185,3/4/2020,WI,8.00,5.94,16.47,3.50,2.51,-0.88,1,0,-46,-11
186,3/5/2020,AZ,10.64,9.27,25.31,8.17,1.73,-1.38,2,0,1,0
187,3/5/2020,CA,7.98,8.09,22.98,2.70,1.84,-0.66,67,1,65,1
188,3/5/2020,CO,10.41,9.26,27.44,6.15,2.20,-1.13,2,0,-65,-1
189,3/5/2020,FL,8.27,5.88,2.51,5.45,0.63,0.10,4,0,2,0
190,3/5/2020,GA,4.94,0.56,-25.53,2.25,-1.92,2.24,2,0,-2,0
191,3/5/2020,IL,11.17,9.60,28.73,3.77,2.60,-0.92,5,0,3,0
192,3/5/2020,MD,8.04,4.54,33.46,3.80,2.71,-1.00,3,0,-2,0
193,3/5/2020,MA,7.93,6.43,32.50,3.64,4.43,-0.75,3,0,0,0
194,3/5/2020,NE,5.53,5.40,24.33,8.92,-0.82,-0.64,13,0,10,0
195,3/5/2020,NV,12.10,17.18,23.33,9.86,2.45,-1.25,2,0,-11,0
196,3/5/2020,NH,8.90,8.20,28.50,5.60,4.20,-0.70,2,0,0,0
197,3/5/2020,NJ,8.29,8.71,39.83,5.20,2.05,-0.86,2,0,0,0
198,3/5/2020,NY,11.44,9.21,32.82,5.48,3.87,-1.07,22,0,20,0
199,3/5/2020,NC,8.63,4.94,-4.32,2.03,1.46,0.46,1,0,-21,0
200,3/5/2020,OR,11.97,8.48,33.95,8.47,0.88,-0.80,2,0,1,0
201,3/5/2020,RI,9.20,-1.00,50.75,3.00,2.80,-0.80,2,0,0,0
202,3/5/2020,TN,14.59,11.73,38.43,8.93,2.22,-1.20,1,0,-1,0
203,3/5/2020,TX,14.98,8.08,29.90,10.60,2.00,-1.88,16,0,15,0
204,3/5/2020,UT,17.30,22.00,62.83,11.92,2.38,-1.08,1,0,-15,0
205,3/5/2020,WA,7.36,8.41,23.78,5.17,-1.20,0.07,75,11,74,11
206,3/5/2020,WI,2.42,1.77,0.65,2.55,1.88,0.17,1,0,-74,-11
207,3/6/2020,AZ,6.80,8.80,24.15,11.50,1.33,-1.31,3,0,2,0
208,3/6/2020,CA,3.47,4.46,15.30,2.27,1.79,-0.09,81,1,78,1
209,3/6/2020,CO,7.18,8.72,39.29,5.30,2.16,-1.14,8,0,-73,-1
210,3/6/2020,FL,6.89,3.98,9.56,4.69,0.64,-0.16,7,2,-1,2
211,3/6/2020,GA,10.27,4.79,37.04,9.53,-0.09,-1.30,3,0,-4,-2
212,3/6/2020,HI,1.50,3.50,-4.25,-2.75,-0.50,0.75,1,0,-2,0
213,3/6/2020,IL,10.67,3.50,27.94,9.69,3.12,-1.27,6,0,5,0
214,3/6/2020,IN,5.72,1.30,5.33,9.21,2.03,-0.03,1,0,-5,0
215,3/6/2020,KY,7.87,2.05,13.83,0.96,2.23,-0.20,1,0,0,0
216,3/6/2020,MD,0.83,-2.75,-0.50,-2.40,1.50,1.29,3,0,2,0
217,3/6/2020,MA,1.71,3.50,2.73,1.09,3.21,0.58,8,0,5,0
218,3/6/2020,MN,10.56,3.98,-1.08,2.25,0.59,-0.07,1,0,-7,0
219,3/6/2020,NE,12.12,7.73,56.33,21.42,-1.53,-1.85,14,0,13,0
220,3/6/2020,NV,5.90,12.91,1.25,8.75,1.80,-0.13,2,0,-12,0
221,3/6/2020,NH,1.70,-1.30,-3.20,2.80,2.60,1.00,2,0,0,0
222,3/6/2020,NJ,-1.71,0.67,-8.75,-1.29,1.38,1.43,4,0,2,0
223,3/6/2020,NY,1.93,0.28,2.27,4.06,2.84,0.50,44,0,40,0
224,3/6/2020,NC,6.09,1.49,17.08,6.69,0.90,-0.43,2,0,-42,0
225,3/6/2020,OK,11.38,7.56,34.43,13.00,1.31,-1.73,1,0,-1,0
226,3/6/2020,OR,6.16,4.03,7.36,4.47,1.23,0.17,2,0,1,0
227,3/6/2020,PA,2.23,-0.53,-2.77,2.06,1.39,0.90,2,0,0,0
228,3/6/2020,RI,3.80,-7.60,7.00,1.33,3.60,0.60,3,0,1,0
229,3/6/2020,SC,9.77,6.53,35.73,11.20,1.98,-1.84,2,0,-1,0
230,3/6/2020,TN,8.65,5.20,26.65,9.29,1.93,-0.42,1,0,-1,0
231,3/6/2020,TX,11.08,7.66,23.88,13.30,1.51,-1.70,19,0,18,0
232,3/6/2020,UT,14.48,22.29,54.71,10.15,2.29,-1.25,3,0,-16,0
233,3/6/2020,WA,5.39,5.66,19.48,4.70,-1.54,0.48,86,12,83,12
234,3/6/2020,WI,6.29,1.94,7.29,7.25,1.88,-0.11,1,0,-85,-12
235,3/7/2020,AZ,7.71,7.53,22.77,8.67,0.43,-1.73,5,0,4,0
236,3/7/2020,CA,2.51,2.73,-4.22,-3.18,0.08,0.76,100,1,95,1
237,3/7/2020,CO,11.02,10.90,43.00,5.68,2.11,-1.53,8,0,-92,-1
238,3/7/2020,FL,8.76,5.06,17.00,11.08,1.98,-0.59,12,2,11,2
239,3/7/2020,GA,13.26,6.42,74.72,16.64,3.98,-2.40,7,0,-5,-2
240,3/7/2020,HI,1.00,3.50,-0.25,-4.00,-0.75,0.67,1,0,-6,0
241,3/7/2020,IL,22.18,16.73,94.58,15.34,5.12,-3.17,6,0,5,0
242,3/7/2020,IN,24.26,15.67,105.67,18.97,5.86,-3.19,1,0,-5,0
243,3/7/2020,KS,14.53,8.57,131.60,18.21,4.38,-2.30,1,0,0,0
244,3/7/2020,KY,21.01,15.46,68.50,15.42,3.20,-2.46,1,0,0,0
245,3/7/2020,MD,8.17,6.29,37.29,8.00,4.63,-1.31,3,0,2,0
246,3/7/2020,MA,4.57,1.71,23.20,1.40,2.00,-0.55,13,0,10,0
247,3/7/2020,MN,12.67,8.02,7.75,6.10,1.48,-1.00,1,0,-12,0
248,3/7/2020,MO,18.20,18.82,119.20,14.26,7.00,-2.95,1,0,0,0
249,3/7/2020,NE,11.73,12.14,106.67,20.27,-2.91,-2.50,14,0,13,0
250,3/7/2020,NV,4.64,12.00,-18.33,11.14,1.78,-0.17,2,0,-12,0
251,3/7/2020,NH,9.40,3.20,18.00,-0.50,4.20,-0.86,4,0,2,0
252,3/7/2020,NJ,11.48,9.24,49.06,8.32,5.48,-1.14,4,0,0,0
253,3/7/2020,NY,15.33,7.49,39.27,11.87,4.59,-1.33,89,0,85,0
254,3/7/2020,NC,11.85,5.05,39.03,10.71,2.45,-1.63,2,0,-87,0
255,3/7/2020,OK,13.76,12.36,48.88,15.96,2.65,-2.00,1,0,-1,0
256,3/7/2020,OR,6.00,4.50,19.45,4.63,2.55,-0.28,6,0,5,0
257,3/7/2020,PA,12.08,6.13,33.38,9.18,2.56,-1.10,4,0,-2,0
258,3/7/2020,RI,5.80,-7.20,36.75,-7.50,2.20,-0.50,3,0,-1,0
259,3/7/2020,SC,11.40,6.07,54.19,19.33,3.29,-1.71,2,0,-1,0
260,3/7/2020,TN,17.59,12.55,77.69,16.68,5.48,-2.58,1,0,-1,0
261,3/7/2020,TX,13.25,9.47,27.08,18.79,2.09,-1.93,19,0,18,0
262,3/7/2020,UT,18.05,21.50,32.78,12.54,0.13,-1.00,3,0,-16,0
263,3/7/2020,VT,12.17,0.33,7.00,23.00,2.42,-1.00,1,0,-2,0
264,3/7/2020,VA,12.04,8.99,29.81,10.46,1.74,-1.07,1,0,0,0
265,3/7/2020,WA,6.71,6.72,24.87,4.68,0.63,0.25,110,16,109,16
266,3/7/2020,WI,15.06,11.41,39.38,13.29,5.32,-2.17,1,0,-109,-16
267,3/8/2020,AZ,13.43,7.13,17.92,11.50,0.14,-1.56,5,0,4,0
268,3/8/2020,CA,5.42,3.84,17.46,3.32,0.79,0.15,112,1,107,1
269,3/8/2020,CO,11.88,11.73,25.45,5.29,1.60,0.00,8,0,-104,-1
270,3/8/2020,CT,9.63,3.00,53.63,9.60,2.13,-0.63,1,0,-7,0
271,3/8/2020,FL,10.62,5.31,10.56,11.98,0.55,0.10,13,2,12,2
272,3/8/2020,GA,14.28,6.51,50.38,15.81,2.02,-1.16,11,0,-2,-2
273,3/8/2020,HI,1.25,1.25,0.25,2.50,-0.75,0.00,2,0,-9,0
274,3/8/2020,IL,23.68,17.08,169.67,16.11,3.05,-2.41,7,0,5,0
275,3/8/2020,IN,22.26,16.13,157.50,21.33,3.27,-2.21,2,0,-5,0
276,3/8/2020,IA,19.07,24.96,212.00,14.08,3.11,-2.67,3,0,1,0
277,3/8/2020,KS,19.85,10.46,93.25,17.23,3.10,-1.50,1,0,-2,0
278,3/8/2020,KY,20.60,16.15,128.67,15.84,1.31,-2.00,4,0,3,0
279,3/8/2020,MD,11.38,6.58,99.79,11.00,2.70,-1.00,5,0,1,0
280,3/8/2020,MA,9.54,6.00,54.91,6.30,2.00,-0.82,28,0,23,0
281,3/8/2020,MN,18.63,12.62,73.67,4.44,1.82,-1.55,2,0,-26,0
282,3/8/2020,MO,24.44,22.15,127.83,16.56,5.24,-2.25,1,0,-1,0
283,3/8/2020,NE,14.56,12.68,109.33,14.45,0.83,-2.00,16,0,15,0
284,3/8/2020,NV,8.11,16.90,1.75,13.40,2.56,0.00,4,0,-12,0
285,3/8/2020,NH,11.60,8.10,51.83,17.00,3.10,-1.00,4,0,0,0
286,3/8/2020,NJ,9.81,7.10,115.00,11.95,2.05,-0.65,6,0,2,0
287,3/8/2020,NY,19.39,12.12,90.83,12.41,4.11,-1.39,106,0,100,0
288,3/8/2020,NC,14.20,4.97,43.58,13.26,1.16,-1.18,2,0,-104,0
289,3/8/2020,OK,12.09,7.50,-6.38,18.00,0.64,-0.27,1,0,-1,0
290,3/8/2020,OR,15.86,7.11,33.36,6.75,1.14,-0.18,13,0,12,0
291,3/8/2020,PA,20.35,10.16,138.65,14.06,2.29,-1.81,6,0,-7,0
292,3/8/2020,RI,11.40,-4.60,53.50,1.00,4.80,-1.00,3,0,-3,0
293,3/8/2020,SC,14.98,7.84,41.31,22.82,2.02,-1.10,6,0,3,0
294,3/8/2020,TN,19.19,13.79,86.93,19.82,3.24,-1.82,3,0,-3,0
295,3/8/2020,TX,15.35,7.81,19.06,17.72,-0.54,-1.02,23,0,20,0
296,3/8/2020,UT,18.88,20.19,24.00,10.18,0.80,-0.71,3,0,-20,0
297,3/8/2020,VT,16.33,12.75,62.00,16.00,4.67,-2.00,1,0,-2,0
298,3/8/2020,VA,14.47,9.07,47.70,13.89,1.51,-1.04,2,0,1,0
299,3/8/2020,WA,16.31,9.19,47.81,13.53,0.09,-0.50,141,19,139,19
300,3/8/2020,WI,19.19,12.97,110.38,17.13,4.00,-2.00,1,0,-140,-19
301,3/9/2020,AZ,11.79,10.00,39.85,12.67,-4.80,-0.77,6,0,5,0
